Date,Open,High,Low,Close,Volume,Adj Close
2/28/12,527.960014,535.410011,525.850006,535.410011,150096800,69.367481
2/29/12,541.560005,547.610023,535.700005,542.440025,238002800,70.278286
3/1/12,548.169983,548.209984,538.769981,544.469978,170817500,70.541286
3/2/12,544.240013,546.800018,542.519974,545.180008,107928100,70.633277
3/5/12,545.420013,547.47998,526.000023,533.160027,202281100,69.075974
3/6/12,523.659996,533.690025,516.219986,530.259987,202559700,68.700246
3/7/12,536.800003,537.779999,523.299988,530.69001,199630200,68.755959
3/8/12,534.689995,542.989998,532.120003,541.989975,129114300,70.219978
3/9/12,544.209999,547.740013,543.110001,545.170021,104729800,70.631983
3/12/12,548.979988,551.999977,547.000023,551.999977,101820600,71.516869
3/13/12,557.540024,568.18,555.750023,568.099998,172713800,73.602781
3/14/12,578.050026,594.719994,575.399979,589.580009,354711000,76.385721
3/15/12,599.609985,600.009995,578.550011,585.559998,289929500,75.86489
3/16/12,584.719978,589.199974,577.999985,585.569984,206371900,75.866184
3/19/12,598.37001,601.769981,589.050011,601.100006,225309000,77.878247
3/20/12,599.51001,606.899979,591.480026,605.959984,204165500,78.507903
3/21/12,602.73999,609.650002,601.410027,602.499985,161010500,78.059627
3/22/12,597.779984,604.499977,595.529999,599.340019,155967700,77.650224
3/23/12,600.490005,601.799995,594.399986,596.050011,107622200,77.223972
3/26/12,599.790016,607.150024,595.259979,606.97998,148935500,78.640054
3/27/12,606.180016,616.280006,606.060013,614.480019,151782400,79.611755
3/28/12,618.379974,621.450005,610.30999,617.62001,163865100,80.018571
3/29/12,612.780006,616.560013,607.230026,609.859993,152059600,79.013187
3/30/12,608.769981,610.559982,597.939987,599.550011,182759500,77.67743
4/2/12,601.830009,618.769997,600.37999,618.63002,149587900,80.149428
4/3/12,627.300018,632.209984,622.510002,629.319984,208639900,81.534415
4/4/12,624.349991,625.859985,617.000023,624.30999,143245200,80.885322
4/5/12,626.980011,634.660027,623.400009,633.679977,160324500,82.099293
4/9/12,626.130005,639.840012,625.300026,636.229996,149384200,82.429673
4/10/12,639.93,644,626.000015,628.440018,222431300,81.420407
4/11/12,636.199982,636.87001,623.339981,626.20002,174153700,81.130193
4/12/12,624.999992,631.330017,620.500023,622.769981,153584200,80.685799
4/13/12,624.109985,624.700012,603.509995,605.22998,214911200,78.413325
4/16/12,610.059998,610.279976,578.249977,580.13002,262696700,75.161385
4/17/12,578.93998,610.000023,571.910019,609.699989,256382000,78.992457
4/18/12,613.720001,620.249977,602.709976,608.340012,238632800,78.816259
4/19/12,600.219986,604.729996,584.519974,587.439987,208679800,76.108461
4/20/12,591.379997,594.620018,570.419998,572.980003,257746300,74.235032
4/23/12,570.610016,576.670021,556.620003,571.699974,241632300,74.069192
4/24/12,562.609993,567.690002,554.999992,560.280006,269037300,72.589626
4/25/12,615.639992,617.999992,605.999985,610.000023,226444400,79.031329
4/26/12,614.269974,614.69001,602.12999,607.699997,134017100,78.733339
4/27/12,605.069977,606.180016,600.499992,603.000023,101680600,78.124412
4/30/12,597.800011,598.400024,582.999992,583.979988,126536200,75.660185
5/1/12,584.900009,596.759987,581.230019,582.130013,152749800,75.420503
5/2/12,580.239983,587.399986,578.859978,585.97998,106847300,75.919303
5/3/12,590.499977,591.400024,580.300011,581.819992,97637400,75.380337
5/4/12,577.080017,578.359993,565.169998,565.25,132498100,73.233536
5/7/12,561.500008,572.770012,561.229988,569.480003,115029600,73.781574
5/8/12,569.579979,571.500023,558.730011,568.18,124313000,73.613146
5/9/12,563.700005,573.980026,560.850006,569.180023,120176000,73.742708
5/10/12,574.579987,575.87999,568.43998,570.519974,83300000,73.916312
5/11/12,565.000008,574.470024,564.350006,566.710007,99886500,73.422694
5/14/12,562.569992,567.510025,557.599998,558.219986,88156600,72.322731
5/15/12,561.45002,563.219994,551.749985,553.169991,119084000,71.668456
5/16/12,554.050011,556.890022,541.039993,546.080002,140224000,70.74988
5/17/12,545.309998,547.500008,530.12001,530.12001,179305000,68.682111
5/18/12,533.959991,543.409981,522.180016,530.37999,183073100,68.715793
5/21/12,534.499977,561.540009,534.04998,561.279976,157776500,72.719182
5/22/12,569.550018,573.879997,552.580017,556.970024,173717600,72.160786
5/23/12,557.500023,572.800026,553.230019,570.559975,146224400,73.921494
5/24/12,575.870003,576.499977,561.229988,565.320015,124057500,73.242607
5/25/12,564.590012,565.850014,558.469978,562.289986,82126800,72.850038
5/29/12,570.900009,574,565.309975,572.269974,95127200,74.143041
5/30/12,569.199997,579.98999,566.55999,579.169998,132357400,75.037005
5/31/12,580.740021,581.499985,571.460022,577.730019,122918600,74.850442
6/1/12,569.159996,572.650009,560.520012,560.989983,130246900,72.68161
6/4/12,561.500008,567.499985,548.499977,564.289978,139248900,73.109156
6/5/12,561.269989,566.470001,558.330002,562.830025,97053600,72.920005
6/6/12,567.770004,573.849983,565.499992,571.460022,100363900,74.038104
6/7/12,577.290009,577.320023,570.5,571.720001,94941700,74.071787
6/8/12,571.599998,580.580017,568.999992,580.319984,86879100,75.185997
6/11/12,587.719994,588.499985,570.62999,571.169975,147816200,74.000526
6/12/12,574.459984,576.61998,566.70002,576.159996,108845100,74.64703
6/13/12,574.520012,578.479996,570.379997,572.160011,73395000,74.128794
6/14/12,571.23999,573.500015,567.259979,571.529984,86393300,74.047168
6/15/12,570.999985,574.619987,569.550018,574.12999,83813800,74.384024
6/18/12,570.959984,587.889984,570.37001,585.779976,110103000,75.893391
6/19/12,583.400002,589.999992,583.100021,587.410027,90351100,76.104579
6/20/12,588.209991,589.250015,580.799995,585.739975,89735800,75.888208
6/21/12,585.439995,588.219978,577.440025,577.669991,81587800,74.842665
6/22/12,579.040009,582.189987,575.420006,582.099998,71117900,75.416614
6/25/12,577.299995,579.800026,570.37001,570.77002,76095600,73.948707
6/26/12,571.329979,574.489998,567.329994,572.030022,69134100,74.111953
6/27/12,575.000023,576.739983,571.920006,574.499985,50749300,74.43196
6/28/12,571.670013,574,565.610008,569.04998,70709100,73.72586
6/29/12,577.999985,584.000015,574.249992,584.000015,105375200,75.66278
7/2/12,584.730019,593.469978,583.600006,592.519997,100023000,76.766625
7/3/12,594.879997,600.000008,593.999977,599.409981,60428200,77.659288
7/5/12,600.56002,614.339989,599.649986,609.939995,121095800,79.023552
7/6/12,607.089996,608.439987,601.580017,605.879982,104732600,78.497538
7/9/12,605.299995,613.899979,604.110008,613.889992,94851400,79.535312
7/10/12,617.969978,619.869995,605.309982,608.210022,127989400,78.799417
7/11/12,606.119987,607.659996,597.220024,604.430016,117330500,78.309681
7/12/12,600.240013,603.469994,592.68,598.900009,107010400,77.593216
7/13/12,602.949982,607.190025,600.000008,604.970001,77856800,78.379642
7/16/12,605.120018,611.61998,605.019989,606.910019,75315100,78.63099
7/17/12,610.790001,611.499977,603.149986,606.93998,73406200,78.634871
7/18/12,606.590012,608.340012,603.559982,606.260017,63175000,78.546776
7/19/12,611.279999,615.349998,605.999985,614.320015,109215400,79.591025
7/20/12,613.029999,614.440018,603.700012,604.300026,99367800,78.29284
7/23/12,594.399986,605.900009,587.710007,603.830002,121993900,78.231944
7/24/12,607.37999,609.680016,598.509987,600.919975,141283100,77.854922
7/25/12,574.459984,580.799995,570.000015,574.970009,219328200,74.492856
7/26/12,579.760025,580.399986,570.360023,574.88002,101658200,74.481197
7/27/12,575.01001,585.830017,571.590012,585.159988,100984100,75.813065
7/30/12,590.920013,599.439995,587.820023,595.030014,94785600,77.091821
7/31/12,603.229988,611.699982,602.720016,610.759987,115581900,79.12979
8/1/12,615.910011,616.400009,603.000023,606.80999,96125400,78.61803
8/2/12,602.840019,610.690025,600.25,607.789986,83039600,78.744998
8/3/12,613.630013,617.980019,611.560005,615.70002,86230200,79.769818
8/6/12,617.290016,624.870003,615.26001,622.550003,75525800,80.657299
8/7/12,622.769981,624.999992,618.039993,620.910019,72611700,80.444823
8/8/12,619.389984,623.88002,617.099998,619.860008,61176500,80.308784
8/9/12,617.849976,621.730011,617.799988,620.729988,55410600,80.766789
8/10/12,618.710022,621.760025,618.699982,621.699997,48734700,80.893002
8/13/12,623.390022,630,623.249992,630,69708100,81.972964
8/14/12,631.870003,638.610023,630.209991,631.690025,85042300,82.192863
8/15/12,631.300003,633.999985,627.750015,630.829979,64335600,82.080957
8/16/12,631.210014,636.759995,630.499985,636.340012,63633500,82.7979
8/17/12,640.000015,648.190002,638.809975,648.110001,110690300,84.329361
8/20/12,650.010017,665.150017,649.900002,665.150017,153346200,86.546537
8/21/12,670.82,674.880013,650.330025,656.059982,203179900,85.36378
8/22/12,654.419998,668.999985,648.110001,668.869995,141330700,87.030565
8/23/12,666.109985,669.899979,661.149979,662.630013,105032200,86.218645
8/24/12,659.509995,669.479996,655.550011,663.219986,109335100,86.295409
8/27/12,679.989983,680.870003,673.540009,675.679977,106752100,87.916651
8/28/12,674.979988,676.100014,670.669983,674.800011,66854200,87.802154
8/29/12,675.250008,677.669983,672.600014,673.469994,50701700,87.629097
8/30/12,670.640022,671.550003,662.849991,663.869987,75674900,86.379985
8/31/12,667.249985,668.599976,657.250023,665.240005,84580300,86.558246
9/4/12,665.760017,675.139992,664.500015,674.970001,91973000,87.824272
9/5/12,675.570015,676.350006,669.599998,670.230026,84093800,87.207526
9/6/12,673.170013,678.290024,670.800026,676.270004,97799100,87.993423
9/7/12,678.050018,682.480026,675.77002,680.43998,82416600,88.536003
9/10/12,680.45002,683.289978,662.100014,662.739975,121999500,86.232952
9/11/12,665.110016,670.099983,656.499992,660.590019,125995800,85.953209
9/12/12,666.849976,669.899979,656.000008,669.790016,178058300,87.150274
9/13/12,677.370003,685.500015,674.769997,682.980011,149590000,88.866501
9/14/12,689.959984,696.980011,687.889977,691.280014,150118500,89.946463
9/17/12,699.349998,699.799995,694.610023,699.780022,99507800,91.052448
9/18/12,699.879997,702.329987,696.419998,701.910004,93375800,91.329593
9/19/12,700.259979,703.989998,699.569977,702.100021,81718700,91.354317
9/20/12,699.159981,700.059975,693.619987,698.699997,84142100,90.91192
9/21/12,702.409988,705.070023,699.359985,700.089989,142897300,91.09278
9/24/12,686.859993,695.119995,682.999985,690.790016,159941600,89.882706
9/25/12,688.260025,692.780022,673.000023,673.540009,129697400,87.638208
9/26/12,668.740005,672.690002,661.20002,665.179977,144125800,86.550435
9/27/12,664.290024,682.170006,660.350014,681.32,148522500,88.650507
9/28/12,678.750008,681.110008,666.75,667.100021,133777700,86.800263
10/1/12,671.159981,676.750015,656.499992,659.389992,135898700,85.797067
10/2/12,661.81002,666.349991,650.649979,661.309982,156998100,86.046888
10/3/12,664.860023,671.860023,662.630013,671.449974,106070300,87.366261
10/4/12,671.250023,674.249985,665.550026,666.799988,92681400,86.761224
10/5/12,665.200005,666.000023,651.280006,652.589996,148501500,84.91228
10/8/12,646.880013,647.559975,636.109993,638.170013,159498500,83.036012
10/9/12,638.650024,640.490013,623.550026,635.850014,209649300,82.734143
10/10/12,639.739983,644.979996,637,640.909996,127589000,83.392527
10/11/12,646.499977,647.20002,628.099983,628.099983,136520300,81.725742
10/12/12,629.55999,635.37999,625.300026,629.710007,115003700,81.935231
10/15/12,632.350014,635.129997,623.850006,634.760002,108125500,82.592315
10/16/12,635.370003,650.300011,631.000023,649.789986,137442900,84.547954
10/17/12,648.870018,652.790001,644,644.610001,97259400,83.873956
10/18/12,639.590019,642.059982,630,632.640007,119156100,82.31647
10/19/12,631.050011,631.769974,609.619987,609.840019,186021500,79.349831
10/22/12,612.419998,635.37999,610.759987,634.029999,136682700,82.49733
10/23/12,631.000023,633.900009,611.699982,613.359993,176786400,79.807836
10/24/12,621.440018,626.549988,610.639984,616.829979,139631800,80.259336
10/25/12,619.999985,621.999977,605.549988,609.539986,164081400,79.310792
10/26/12,609.430023,614.000008,591.000015,603.999992,254608200,78.589952
10/31/12,594.879997,601.959999,587.70002,595.320007,127500800,77.460548
11/1/12,598.219994,603.000023,594.170021,596.540009,90324500,77.61929
11/2/12,595.890007,596.950005,574.749977,576.800011,149843400,75.050804
11/5/12,583.520004,587.769981,577.599976,584.620003,132283900,76.068308
11/6/12,590.230011,590.739983,580.090019,582.849976,93729300,75.838
11/7/12,573.839996,574.539986,555.750023,558.000008,198412200,72.936236
11/8/12,560.629974,562.230011,535.290009,537.749985,264036500,70.289354
11/9/12,540.420006,554.87999,533.719986,547.059998,232478400,71.506267
11/12/12,554.149986,554.500008,538.649979,542.829994,128950500,70.953363
11/13/12,538.910011,550.479996,536.359993,542.900009,133237300,70.962514
11/14/12,545.500015,547.45002,536.180016,536.880005,119292600,70.175639
11/15/12,537.530006,539.499985,522.620026,525.619987,197477700,68.703841
11/16/12,525.200005,530.000008,505.75,527.680008,316723400,68.973106
11/19/12,540.709999,567.499985,539.88002,565.730011,205829400,73.946626
11/20/12,571.910019,571.95002,554.580009,560.909981,160688500,73.316599
11/21/12,564.249977,567.369995,556.599976,561.700012,93250500,73.419864
11/23/12,567.169991,572.000008,562.600006,571.500023,68206600,74.700825
11/26/12,575.900017,589.999992,573.710007,589.530022,157644900,77.057528
11/27/12,589.549995,590.419975,580.100006,584.780006,133332500,76.436653
11/28/12,577.269981,585.800003,572.259987,582.940018,130216100,76.196148
11/29/12,590.220024,594.250023,585.249977,589.359978,128674700,77.035301
11/30/12,586.789986,588.400009,582.679985,585.279991,97829900,76.502006
12/3/12,593.650009,594.590004,585.500023,586.190025,91070000,76.620956
12/4/12,581.800018,581.800018,572.129997,575.849976,139267100,75.269408
12/5/12,568.910004,569.249985,538.769981,538.790009,261159500,70.425296
12/6/12,528.94001,553.31002,518.629974,547.239975,294303100,71.529792
12/7/12,553.400009,555.199997,530.000008,533.250015,196760200,69.701163
12/10/12,525,538.510002,521.580002,529.819977,157621100,69.252822
12/11/12,539.770004,549.559975,537.370003,541.390015,148086400,70.765143
12/12/12,547.769974,547.999992,536.270004,539,121786000,70.452744
12/13/12,531.149994,537.640022,525.800018,529.689987,156314900,69.235831
12/14/12,514.749992,518.12999,505.580009,509.789986,252394800,66.6347
12/17/12,508.929993,519.999992,501.230003,518.829979,189401800,67.816318
12/18/12,525,534.899986,520.249985,533.900017,156421300,69.786124
12/19/12,531.470001,533.700012,525.499985,526.30999,112342300,68.794031
12/20/12,530.000008,530.200012,518.88002,521.730019,120422400,68.195383
12/21/12,512.469994,519.669998,510.239983,519.330017,149067100,67.881678
12/24/12,520.350014,524.250023,518.709976,520.169983,43938300,67.99147
12/26/12,519.000023,519.460007,511.120003,512.999992,75609100,67.05428
12/27/12,513.539978,516.25,504.659988,515.060013,113780100,67.323545
12/28/12,510.290024,514.480026,508.119987,509.589981,88569600,66.608557
12/31/12,510.529976,535.400024,509.000008,532.169991,164873100,69.559992
1/2/13,553.819992,554.999992,541.63002,549.029976,140129500,71.763763
1/3/13,547.87999,549.669991,540.999992,542.099991,88241300,70.857944
1/4/13,536.969994,538.630005,525.829979,526.999992,148583400,68.884221
1/7/13,521.999985,529.300018,515.199989,523.900002,121039100,68.479021
1/8/13,529.209976,531.889984,521.250008,525.31002,114676800,68.663325
1/9/13,522.500023,525.009987,515.990021,517.100006,101901100,67.590193
1/10/13,528.549988,528.719978,515.519997,523.509979,150286500,68.428041
1/11/13,521.000015,525.320007,519.019997,520.300026,87626700,68.008468
1/14/13,502.680023,507.5,498.509995,501.750015,183551900,65.583794
1/15/13,498.300003,498.990005,483.379982,485.920013,219193100,63.514653
1/16/13,494.639999,509.440018,492.499977,506.089981,172701200,66.151072
1/17/13,510.309998,510.750008,502.030022,502.680023,113419600,65.705356
1/18/13,498.519981,502.219986,496.399986,500.000015,118230700,65.355052
1/22/13,504.560013,507.879982,496.630005,504.770004,115386600,65.978537
1/23/13,508.80999,514.989998,504.770004,514.010002,215377400,67.186298
1/24/13,460.000008,465.730019,450.249985,450.499977,365213100,58.884897
1/25/13,451.690018,456.229988,434.999996,439.880001,302006600,57.496759
1/28/13,437.829994,453.209999,435.859989,449.830002,196379400,58.797324
1/29/13,458.5,460.200012,452.119987,458.269981,142789500,59.900515
1/30/13,456.999992,462.600014,454.500015,456.830002,104288800,59.712295
1/31/13,456.980019,459.279991,454.980026,455.489998,79833600,59.537143
2/1/13,459.110001,459.479996,448.350021,453.619995,134871100,59.292715
2/4/13,453.909988,455.939995,441.999996,442.320004,119279300,57.815692
2/5/13,444.050003,459.739975,442.220001,457.840012,143336900,59.844313
2/6/13,456.469994,466.500023,452.580025,457.350014,148426600,59.780266
2/7/13,463.250015,470.000023,454.11998,468.220009,176145200,61.557765
2/8/13,474.000008,478.809998,468.250023,474.980003,158289600,62.446514
2/11/13,476.499985,484.940018,473.249977,479.930023,129372600,63.097303
2/12/13,479.509987,482.380013,467.739998,467.900002,152263300,61.515693
2/13/13,467.209999,473.639999,463.220001,467.009995,118801900,61.398682
2/14/13,464.520004,471.640007,464.02002,466.590012,88818800,61.343466
2/15/13,468.849983,470.160027,459.920006,460.160011,97936300,60.498102
2/19/13,461.100006,462.730003,453.850014,459.990021,108945900,60.475753
2/20/13,457.689995,457.689995,448.800018,448.850006,119075600,59.011155
2/21/13,446.000008,449.170013,442.819988,446.060009,111795600,58.644348
2/22/13,449.250015,451.599976,446.599995,450.809998,82663700,59.268838
2/25/13,453.850014,455.120003,442.569996,442.799988,93144800,58.215747
2/26/13,443.820011,451.540001,437.660004,448.970009,125374900,59.026932
2/27/13,448.430023,452.439995,440.650005,444.569988,146837600,58.448453
2/28/13,444.050003,447.87001,441.400009,441.400009,80628800,58.031689
3/1/13,438.000011,438.179989,429.979988,430.470013,138112100,56.594702
3/4/13,427.799992,428.200001,419.000004,420.049988,145688900,55.224762
3/5/13,421.480007,435.189987,420.750004,431.139988,159608400,56.682785
3/6/13,434.509998,435.249989,424.430008,425.659996,115062500,55.96232
3/7/13,424.499996,432.009995,421.059998,430.580002,117118400,56.609163
3/8/13,429.800011,435.429993,428.609997,431.720001,97870500,56.759041
3/11/13,429.749996,439.009995,425.140011,437.869995,118559000,57.567592
3/12/13,435.60001,438.880005,427.57,428.429993,116477900,56.326497
3/13/13,428.449993,434.500011,425.359989,428.349991,101387300,56.315979
3/14/13,432.830013,434.639988,430.450012,432.499992,75968900,56.861587
3/15/13,437.929996,444.230007,437.250008,443.660007,160990200,58.328816
3/18/13,441.449997,457.459976,441.200005,455.720016,151549300,59.914368
3/19/13,459.500023,460.970016,448.499985,454.489975,131693800,59.752652
3/20/13,457.419975,457.63002,449.589996,452.079987,77165200,59.435806
3/21/13,450.220024,457.979988,450.100021,452.729988,95813900,59.521263
3/22/13,454.580017,462.099976,453.110023,461.910011,98776300,60.728178
3/25/13,464.689995,469.949982,461.780022,463.580009,125283900,60.947736
3/26/13,465.440025,465.839981,460.530006,461.140007,73573500,60.626944
3/27/13,456.460007,456.799988,450.729996,452.079987,82809300,59.435806
3/28/13,449.820015,451.820007,441.619987,442.660011,110709900,58.197344
4/1/13,441.899994,443.700008,427.73999,428.910004,97433000,56.389605
4/2/13,427.599987,438.139988,426.400013,429.789997,132379800,56.505299
4/3/13,431.370007,437.279995,430.310009,431.989994,90804000,56.794537
4/4/13,433.759995,434.999996,425.25,427.71999,89611900,56.233152
4/5/13,424.499996,424.949993,419.679993,423.199993,95923800,55.638899
4/8/13,424.849991,427.500011,422.48999,426.209995,75207300,56.03463
4/9/13,426.360012,428.500008,422.749996,426.98,76653500,56.135864
4/10/13,428.099998,437.05999,426.009991,435.689999,93982000,57.280984
4/11/13,433.719994,437.989998,431.199989,434.329994,82091100,57.102181
4/12/13,434.14999,434.14999,429.090008,429.800011,59653300,56.506616
4/15/13,427,427.890007,419.550003,419.85001,79380000,55.19847
4/16/13,421.569996,426.610004,420.57,426.240009,76442800,56.038576
4/17/13,420.269993,420.599987,398.109993,402.800007,236264000,52.956875
4/18/13,404.98999,405.790009,389.740002,392.049988,166574800,51.543549
4/19/13,387.970001,399.599987,385.100002,390.530006,152318600,51.343714
4/22/13,392.639988,402.199993,391.269997,398.670006,107480100,52.413895
4/23/13,403.989994,408.380001,398.810009,406.12999,166059600,53.394674
4/24/13,393.540009,415.250011,392.500011,405.459988,242412800,53.306587
4/25/13,411.23,413.939995,406.999996,408.380001,96209400,53.690487
4/26/13,409.809994,418.770012,408.250011,417.199989,191024400,54.850067
4/29/13,420.449997,433.619991,420,430.119991,160081600,56.548684
4/30/13,435.099998,445.250004,432.069996,442.779987,172884600,58.213118
5/1/13,444.459999,444.929996,434.389996,439.290001,126727300,57.754283
5/2/13,441.779991,448.589973,440.630005,445.519997,105457100,58.573352
5/3/13,451.309982,453.230026,449.149986,449.980019,90325200,59.159719
5/6/13,455.709976,462.200005,454.309998,460.709984,124160400,60.570408
5/7/13,464.970001,465.749992,453.699997,458.660004,120938300,60.300893
5/8/13,459.039986,465.37001,455.810005,463.839989,118149500,60.981916
5/9/13,459.80999,463.000023,455.579987,456.769974,99621900,60.449894
5/10/13,457.970001,459.710014,450.480003,452.969994,83713000,59.946996
5/13/13,451.509987,457.899986,451.5,454.740021,79237200,60.181245
5/14/13,453.850014,455.200005,442.150013,443.860012,111779500,58.741362
5/15/13,439.160011,441,422.360001,428.850002,185403400,56.754906
5/16/13,423.239994,437.849995,418.900002,434.580013,150801000,57.513228
5/17/13,439.049995,440.089993,431.009998,433.26001,106976100,57.338536
5/20/13,431.909992,445.800003,430.099991,442.930004,112894600,58.618283
5/21/13,438.150002,445.479996,434.200005,439.659996,114005500,58.185523
5/22/13,444.050003,448.350021,438.21999,441.349995,110759600,58.409181
5/23/13,435.950005,446.160011,435.790001,442.139999,88255300,58.513732
5/24/13,440.85001,445.66,440.360012,445.150002,69041700,58.912082
5/28/13,449.900017,451.109978,440.85001,441.44001,96536300,58.421094
5/29/13,440.000004,447.499989,439.39999,444.949997,82644100,58.885613
5/30/13,445.650013,454.500015,444.509987,451.580002,88379900,59.763042
5/31/13,452.500023,457.100021,449.500008,449.730026,96075700,59.518212
6/3/13,450.729996,452.359993,442.480007,450.720009,93088100,59.649229
6/4/13,453.219986,454.43,447.389999,449.30999,73182200,59.462624
6/5/13,445.650013,450.720009,443.709995,445.110001,72647400,58.906788
6/6/13,445.470009,447.000004,434.049988,438.459995,104233500,58.026713
6/7/13,436.500004,443.239998,432.770012,441.810005,101133900,58.47006
6/10/13,444.729992,449.080025,436.800011,438.889992,112538300,58.08362
6/11/13,435.740013,442.759987,433.320011,437.600002,71528100,57.9129
6/12/13,439.499992,441.249992,431.499996,432.189999,66306800,57.196928
6/13/13,432.499992,437.139992,428.75,435.959991,71458100,57.695857
6/14/13,435.400005,436.290012,428.500008,430.050003,67966500,56.913717
6/17/13,431.439995,435.700012,430.359997,432.000008,64853600,57.171785
6/18/13,431.559998,434.899994,430.210007,431.769989,48756400,57.141343
6/19/13,431.399994,431.66,422.999989,422.999989,77735000,55.980703
6/20/13,419.300011,425.980003,415.17001,416.840008,89327700,55.165479
6/21/13,418.490005,420,408.099995,413.500011,120279600,54.723456
6/24/13,407.400005,408.660007,398.049992,402.540001,120186500,53.272986
6/25/13,405.699993,407.790001,398.830009,402.62999,78540700,53.284895
6/26/13,403.900005,404.790012,395.660004,398.069992,91931000,52.681415
6/27/13,399.249992,401.389988,393.540009,393.779987,84311500,52.113667
6/28/13,391.360012,400.269989,388.869995,396.53001,144629100,52.477611
7/1/13,402.689991,412.269997,401.219997,409.219994,97763400,54.15703
7/2/13,409.960011,421.629997,409.470013,418.490005,117466300,55.383843
7/3/13,420.859993,422.979988,417.450008,420.799992,60232200,55.689551
7/5/13,420.389996,423.290009,415.349987,417.419994,68506200,55.242235
7/8/13,420.109989,420.999996,410.650013,415.050007,74534600,54.928586
7/9/13,413.599987,423.5,410.379993,422.349987,88146100,55.894681
7/10/13,419.599991,424.800003,418.25,420.730003,70351400,55.680289
7/11/13,422.950001,428.249989,421.169987,427.289993,81573100,56.548451
7/12/13,427.650002,429.789997,423.410011,426.510002,69890800,56.445226
7/15/13,425.009995,431.459995,424.800003,427.44001,60479300,56.568305
7/16/13,426.519989,430.709991,424.170002,430.199993,54134500,56.933567
7/17/13,429.700008,432.220013,428.220001,430.310009,49747600,56.948127
7/18/13,433.380013,434.870007,430.609989,431.760002,54719700,57.140022
7/19/13,433.100006,433.98,424.350006,424.949993,67180400,56.238771
7/22/13,429.460003,429.749996,425.470005,426.309998,51949100,56.418757
7/23/13,426.000004,426.959999,418.710011,418.98999,92348900,55.450012
7/24/13,438.929993,444.589989,435.260002,440.510002,147984200,58.298015
7/25/13,440.699993,441.400009,435.810001,438.499996,57373400,58.032007
7/26/13,435.300003,441.040001,434.340008,440.990013,50038100,58.361541
7/29/13,440.799995,449.990005,440.200008,447.790009,62014400,59.261466
7/30/13,449.959991,457.150009,449.229988,453.320015,77355600,59.993319
7/31/13,454.990013,457.339973,449.429993,452.529984,80739400,59.888765
8/1/13,455.749977,456.799988,453.259987,456.679985,51562700,60.437984
8/2/13,458.010002,462.850006,456.660011,462.539986,68695900,61.213509
8/5/13,464.689995,470.669998,462.150017,469.449997,79713900,62.127995
8/6/13,468.020004,471.889999,462.169991,465.250008,83714400,61.572159
